index,version,CompanyName,year,engine,engine_size,engine_type,current_mileage,hand,gearBox,color,original_onership,next_test_in,annual_licensing_fee,car_length,price
171,סוזוקי ויטארה GLX 2T,סוזוקי,2016,1586 ליטר בנזין,1586,בנזין,"95,000",1,1,שחור מטלי,פרטית,1,1604,417.5,81900
172,קיה פיקנטו LX,קיה,2021,1248 ליטר בנזין,1248,בנזין,"13,000",1,1,אדום,פרטית,10,1235,359.5,69900
173,פיאט 500 1.2 POP,פיאט,2017,1242 ליטר בנזין,1242,בנזין,"107,000",2,1,שחור,ליסינג,2,1102,357.1,42000
174,מרצדס E קלאס E300 E EDITION SB E,מרצדס,2019,1991 ליטר חשמל/בנזין,1991,חשמל/בנזין,"28,000",1,1,שחור,פרטית,7,4731,492.3,332000
175,יונדאי I10 PRIME,יונדאי,2020,1197 ליטר בנזין,1197,בנזין,"25,680",1,1,כסף,ליסינג,6,1235,367.0,69900
176,סובארו XV 1.6 EYESIGHT,סובארו,2018,1600 ליטר בנזין,1600,בנזין,"70,500",1,1,לבן,ליסינג,10,1835,446.5,99900
177,סקודה אוקטביה AMBITION,סקודה,2016,1197 ליטר בנזין,1197,בנזין,"160,000",1,1,לבן,ליסינג,4,1604,465.9,63000
178,טויוטה לנד קרוזר PREMIUM,טויוטה,2008,2982 ליטר דיזל,2982,דיזל,"267,000",1,1,בז מטאלי,פרטית,6,1726,440.5,150000
179,קיה סורנטו EX,קיה,2014,2359 ליטר בנזין,2359,בנזין,"99,000",1,1,לבן,פרטית,8,1693,468.5,84900
180,מאזדה CX-5 EXECUTIVE,מאזדה,2017,1998 ליטר בנזין,1998,בנזין,"80,000",1,1,שחור,פרטית,7,2019,455.0,122900
181,יונדאי טוסון PANORAMIC,יונדאי,2020,1999 ליטר בנזין,1999,בנזין,"20,000",2,1,לבן,פרטית,4,2417,448.0,149000
182,ב.מ.וו סדרה 5 530E iPERFORMANCE EXCLUSIVE,ב.מ.וו,2017,1998 ליטר חשמל/בנזין,1998,חשמל/בנזין,"35,000",1,1,לבן,פרטית,8,3357,493.6,335000
183,פורד פוקוס TREND,פורד,2014,1596 ליטר בנזין,1596,בנזין,"166,000",2,1,אפור כהה,ליסינג,1,1424,455.6,21999
184,ב.מ.וו X3 XDRIVE30I LUXURY LINE,ב.מ.וו,2019,1998 ליטר בנזין,1998,בנזין,"20,000",2,1,לבן,פרטית,7,4731,470.8,280000
185,יונדאי I10 PRIME,יונדאי,2019,1248 ליטר בנזין,1248,בנזין,"53,000",1,1,שחור,השכרה,3,1235,366.5,62000
186,סיאט איביזה REFERENCE,סיאט,2014,1197 ליטר בנזין,1197,בנזין,"152,000",2,1,לבן,פרטית,3,1205,406.1,50000
187,שברולט קרוז LT,שברולט,2013,1796 ליטר בנזין,1796,בנזין,"180,000",2,1,אפור,ליסינג,8,1424,468.1,20999
188,אופל אסטרה ENJOY,אופל,2012,1364 ליטר בנזין,1364,בנזין,"138,000",3,1,תכלת,ליסינג,9,1424,441.9,21999
189,מיצובישי אאוטלנדר PREMIUM,מיצובישי,2019,1998 ליטר בנזין,1998,בנזין,"84,000",1,1,לבן,פרטית,10,2417,469.5,141000
190,יונדאי IX35 INSPIRE,יונדאי,2012,1998 ליטר בנזין,1998,בנזין,"155,000",2,1,לבן,פרטית,5,1693,441.0,52000
191,שברולט טריילבליזר LT PLUS,שברולט,2021,1341 ליטר בנזין,1341,בנזין,"5,500",1,1,לבן,פרטית,3,2130,440.7,150000
192,פולקסווגן טיגואן COMFORTLINE,פולקסווגן,2018,1395 ליטר בנזין,1395,בנזין,"40,000",1,1,שחור מטלי,פרטית,1,2019,448.6,135000
193,פיאט 500 1.2 POP,פיאט,2014,1242 ליטר בנזין,1242,בנזין,"127,000",3,1,לבן,ליסינג,2,985,354.6,24900
194,פיג'ו 208 ACTIVE,פיג'ו,2020,1199 ליטר בנזין,1199,בנזין,"12,000",1,1,לבן,פרטית,5,1529,397.3,74000
195,סקודה פאביה AMBITION,סקודה,2018,999 ליטר בנזין,999,בנזין,"65,000",2,1,כסף,השכרה,5,1102,399.2,66000
196,סיטרואן C4 SX,סיטרואן,2009,1587 ליטר בנזין,1587,בנזין,"114,000",2,1,כסוף בהיר,ליסינג,9,1074,427.5,15000
197,טויוטה RAV4 GLI,טויוטה,2017,1987 ליטר בנזין,1987,בנזין,"75,000",2,1,לבן,פרטית,2,2019,460.5,125000
198,יונדאי I20 INSIGHT,יונדאי,2013,1248 ליטר בנזין,1248,בנזין,"190,000",2,2,אפור,ליסינג,2,985,399.5,21999
199,טויוטה C-HR HYBRID CLUB,טויוטה,2019,1798 ליטר בנזין,1798,בנזין,"78,000",1,1,אפור כהה,השכרה,11,1604,436.0,117000
200,סיטרואן C3 LIVE,סיטרואן,2017,1199 ליטר בנזין,1199,בנזין,"91,000",1,1,אפור כהה מטלי,השכרה,5,1102,399.6,47500
201,מאזדה CX-5 EXECUTIVE,מאזדה,2020,1998 ליטר בנזין,1998,בנזין,"12,000",2,1,לבן,פרטית,6,2417,455.0,171000
202,פורד פוקוס TREND,פורד,2014,1596 ליטר בנזין,1596,בנזין,"207,000",2,1,כסף,ליסינג,4,1424,455.6,19999
203,סיאט איביזה IE REFERENCE,סיאט,2012,1390 ליטר בנזין,1390,בנזין,"122,000",2,2,כחול,פרטית,11,880,403.4,26000
204,הונדה סיוויק COMFORT,הונדה,2016,1798 ליטר בנזין,1798,בנזין,"175,000",2,1,לבן,ליסינג,11,1424,437.0,52000
205,קיה פיקנטו LX,קיה,2021,1197 ליטר בנזין,1197,בנזין,0,1,1,לבן,פרטית,4,1235,359.5,84000
206,יונדאי טוסון PRIME PLUS,יונדאי,2018,1999 ליטר בנזין,1999,בנזין,"70,000",2,1,כסוף בהיר,ליסינג,1,1835,447.5,119900
207,מיצובישי L-200 DESERT,מיצובישי,2021,2268 ליטר דיזל,2268,דיזל,"13,000",1,1,לבן,פרטית,4,3366,522.5,200000
208,יונדאי אלנטרה INSPIRE SR,יונדאי,2019,1591 ליטר בנזין,1591,בנזין,"90,000",1,1,אפור,השכרה,2,1811,462.0,91500
209,מאזדה MPV MPV,מאזדה,2004,2967 ליטר בנזין,2967,בנזין,"160,000",2,1,כסף תכלת מטלי,פרטית,3,1427,462.0,15000
210,קיה פיקנטו TOP,קיה,2017,1248 ליטר בנזין,1248,בנזין,"39,055",1,1,אדום,פרטית,2,1102,359.5,64900
211,סוזוקי SX4 GLA,סוזוקי,2013,1586 ליטר בנזין,1586,בנזין,"95,180",1,1,אפור מטאלי,פרטית,2,1205,415.0,49900
212,טויוטה קורולה SUN,טויוטה,2011,1598 ליטר בנזין,1598,בנזין,"106,679",2,1,כסוף מטאלי,פרטית,8,1262,454.5,47900
213,קיה פיקנטו EX,קיה,2013,1248 ליטר בנזין,1248,בנזין,"186,688",1,1,אדום,פרטית,8,985,359.5,36900
214,ניסאן קשקאי VISIA,ניסאן,2010,1997 ליטר בנזין,1997,בנזין,"280,000",4,1,לבן,פרטית,2,1427,431.5,27999
215,סיאט לאון STYLE FL,סיאט,2018,999 ליטר בנזין,999,בנזין,"50,000",1,1,כחול,פרטית,5,1353,428.2,84900
216,יונדאי IX35 INSPIRE,יונדאי,2012,1998 ליטר בנזין,1998,בנזין,"119,000",3,1,שחור,פרטית,4,1693,441.0,66900
217,קרייזלר טאוון &קאנטרי FWD,קרייזלר,2007,3301 ליטר בנזין,3301,בנזין,"157,000",4,1,לבן,פרטית,1,1427,480.3,20000
218,סקודה אוקטביה AMBITION,סקודה,2015,1197 ליטר בנזין,1197,בנזין,"65,000",2,1,אפור,ליסינג,2,1424,465.9,59000
219,סיאט איביזה FR,סיאט,2013,1197 ליטר בנזין,1197,בנזין,"129,000",2,1,לבן,פרטית,10,1205,406.1,49900
220,סוזוקי איגניס GLX,סוזוקי,2020,1242 ליטר בנזין,1242,בנזין,"33,127",1,1,כסוף מטאלי,פרטית,11,1235,370.0,92900
221,מיצובישי ספייס סטאר PREMIUM,מיצובישי,2020,1193 ליטר בנזין,1193,בנזין,"33,689",1,1,לבן,פרטית,3,1235,384.5,78900
222,מאזדה 3 COMFORT,מאזדה,2014,1496 ליטר בנזין,1496,בנזין,"179,378",1,1,כחול,פרטית,8,1424,458.5,52900
223,קיה ספורטז' EX,קיה,2016,1999 ליטר בנזין,1999,בנזין,"91,066",2,1,אפור,פרטית,6,2019,448.0,114900
224,קיה ספורטז' URBAN,קיה,2020,1598 ליטר דיזל,1598,דיזל,"59,372",1,1,לבן,פרטית,11,2130,448.5,136900
225,קיה ספורטז' URBAN,קיה,2017,1999 ליטר בנזין,1999,בנזין,"80,700",1,1,שחור,פרטית,1,1835,448.0,112900
226,מאזדה 2 ELEGANT,מאזדה,2021,1496 ליטר בנזין,1496,בנזין,"4,500",1,1,כחול,פרטית,11,1529,432.0,113900
227,קיה ספורטז' URBAN,קיה,2015,1591 ליטר בנזין,1591,בנזין,"91,077",1,1,כתום,פרטית,2,1424,444.0,74900
228,פיג'ו 3008 ACTIVE,פיג'ו,2018,1560 ליטר דיזל,1560,דיזל,"100,269",1,1,אפור,פרטית,4,1835,444.7,100900
229,קיה ספורטז' URBAN,קיה,2019,1591 ליטר בנזין,1591,בנזין,"49,491",1,1,לבן,פרטית,11,1604,448.0,124900
230,מאזדה CX-5 EXECUTIVE,מאזדה,2017,1998 ליטר בנזין,1998,בנזין,"78,955",1,1,לבן,פרטית,4,2019,455.5,112900
231,מאזדה 3,מאזדה,2020,1998 ליטר בנזין,1998,בנזין,"27,448",2,1,לבן,פרטית,5,2130,466.0,124900
232,קיה ספורטז' URBAN,קיה,2017,1999 ליטר בנזין,1999,בנזין,"81,548",1,1,אפור,פרטית,7,1835,448.0,112900
233,קיה ספורטז' URBAN,קיה,2015,1591 ליטר בנזין,1591,בנזין,"186,000",2,1,בז מטאלי,ליסינג,3,1424,444.0,67000
234,סקודה אוקטביה STYLE,סקודה,2016,1395 ליטר בנזין,1395,בנזין,"151,000",2,1,קפה מטאלי,ליסינג,1,1835,465.9,69000
235,שברולט ספארק PREMIER,שברולט,2021,1399 ליטר בנזין,1399,בנזין,"1,400",1,1,שחור מטלי,פרטית,3,1235,365.5,79900
236,יונדאי I10 PRIME,יונדאי,2020,1197 ליטר בנזין,1197,בנזין,"22,000",1,1,שחור,פרטית,5,1235,367.0,70000
237,טויוטה אוונסיס EXECUTIVE SS,טויוטה,2017,1798 ליטר בנזין,1798,בנזין,"89,000",1,1,אפור,ליסינג,9,1835,475.0,78900
238,קיה סורנטו EX,קיה,2022,2497 ליטר בנזין,2497,בנזין,0,1,1,לבן,פרטית,11,3366,475.0,259000
239,מיצובישי אאוטלנדר INSTYLE,מיצובישי,2019,1998 ליטר בנזין,1998,בנזין,"100,000",1,1,לבן,פרטית,11,2019,469.5,119900
240,וולבו XC40 T3 MOMENTUM,וולבו,2021,1477 ליטר בנזין,1477,בנזין,"22,000",2,1,אפור מטל,פרטית,1,3366,442.5,199999
241,ניסאן X TRAIL TEKNA,ניסאן,2016,1598 ליטר דיזל,1598,דיזל,"105,651",2,1,לבן,פרטית,11,1693,464.0,115000
242,רנו גראנד קופה INTENSE,רנו,2018,1461 ליטר דיזל,1461,דיזל,"127,000",2,1,לבן,ליסינג,3,1604,463.2,82000
243,ניסאן קשקאי ACENTA TECH,ניסאן,2018,1197 ליטר בנזין,1197,בנזין,"80,000",2,1,לבן,פרטית,6,1835,439.4,91000
244,שברולט אימפלה LTZ,שברולט,2014,3564 ליטר בנזין,3564,בנזין,"175,000",3,1,שחור מטלי,פרטית,6,1962,511.3,65000
245,מאזדה 2 DEMIO PURE B,מאזדה,2019,1496 ליטר בנזין,1496,בנזין,"14,000",1,1,כסוף כהה,פרטית,1,1529,432.0,92000
246,יונדאי סנטה פה LUXURY,יונדאי,2019,2359 ליטר בנזין,2359,בנזין,"32,000",1,1,כסף,פרטית,1,3366,477.0,205000
247,סיאט לאון FR,סיאט,2016,1798 ליטר בנזין,1798,בנזין,"100,000",2,1,לבן,פרטית,6,2019,427.1,95999
248,שברולט מאליבו LT,שברולט,2008,3510 ליטר בנזין,3510,בנזין,"175,000",3,1,שחור,פרטית,10,1427,487.2,17999
249,סיאט לאון CUPRA,סיאט,2019,1984 ליטר בנזין,1984,בנזין,"25,000",2,1,אפור כהה,פרטית,7,3366,428.2,192000
250,טויוטה יאריס SOL,טויוטה,2019,1496 ליטר בנזין,1496,בנזין,"80,000",1,1,כסף מטלי,ליסינג,4,1235,394.5,79000
251,טויוטה יאריס HYBRID ECO,טויוטה,2018,1497 ליטר בנזין,1497,בנזין,"88,000",1,1,לבן,ליסינג,8,1353,394.5,81000
252,מאזדה 6 LUXURY,מאזדה,2019,1998 ליטר בנזין,1998,בנזין,"39,000",1,1,לבן,פרטית,11,2019,487.0,135900
253,יונדאי I10 PRIME,יונדאי,2021,1197 ליטר בנזין,1197,בנזין,"29,600",1,1,אפור,ליסינג,11,1235,367.0,74900
254,פולקסווגן פולו GTI,פולקסווגן,2015,1798 ליטר בנזין,1798,בנזין,"105,000",2,1,לבן,פרטית,9,1584,398.3,98500
255,סקודה אוקטביה DYNAMIC,סקודה,2021,1498 ליטר בנזין,1498,בנזין,"14,000",1,1,כחול,פרטית,1,2130,468.9,163000
256,סקודה סופרב STYLE,סקודה,2020,1498 ליטר בנזין,1498,בנזין,"27,000",1,1,לבן,פרטית,11,2417,486.9,175000
257,יונדאי פליסייד LIMITED,יונדאי,2021,3778 ליטר בנזין,3778,בנזין,"7,000",1,1,לבן,פרטית,5,4731,486.9,314999
258,ניסאן ג'וק TEKNA P.D,ניסאן,2015,1598 ליטר בנזין,1598,בנזין,"75,000",2,1,אפור,פרטית,2,1424,413.5,59900
259,טויוטה RAV4 GLI,טויוטה,2016,1987 ליטר בנזין,1987,בנזין,"85,000",2,1,לבן,פרטית,3,2019,466.3,119500
260,טויוטה אוריס HYBRID TS,טויוטה,2014,1798 ליטר בנזין,1798,בנזין,"189,000",2,1,לבן,פרטית,4,1424,456.0,52000
261,לנד רובר רינג' רובר ספורט PHEV AB DYN,לנד,2020,1997 ליטר חשמל/בנזין,1997,חשמל/בנזין,"46,000",2,1,לבן,פרטית,1,4731,487.9,590000
262,טויוטה C-HR HYBRID CLUB,טויוטה,2018,1798 ליטר בנזין,1798,בנזין,"80,000",1,1,לבן,ליסינג,8,1604,436.0,120000
263,ב.מ.וו סדרה 4 420I EXECUTIVE,ב.מ.וו,2019,1998 ליטר בנזין,1998,בנזין,"62,000",1,1,אפור,פרטית,3,4731,464.0,245000
264,סקודה ראפיד AMBITION,סקודה,2018,999 ליטר בנזין,999,בנזין,"75,000",1,1,לבן,ליסינג,4,1353,448.3,64900
265,יונדאי טוסון ELITE TURBO,יונדאי,2020,1591 ליטר בנזין,1591,בנזין,"20,000",1,1,שחור,פרטית,5,2417,448.0,168000
266,מאזדה CX-30 COMFORT,מאזדה,2020,1998 ליטר בנזין,1998,בנזין,"46,000",2,1,כסף,פרטית,11,2130,439.5,125000
267,יונדאי איוניק HYBRID,יונדאי,2022,1580 ליטר בנזין,1580,בנזין,0,1,1,לבן,פרטית,11,1811,439.5,150000
268,קיה פיקנטו LX,קיה,2022,1197 ליטר בנזין,1197,בנזין,0,1,1,לבן,פרטית,11,1235,439.5,89000
269,קיה פיקנטו EX,קיה,2018,1248 ליטר בנזין,1248,בנזין,"15,000",1,1,אפור,פרטית,1,1102,359.5,72900
270,קיה ספורטז' URBAN,קיה,2016,1591 ליטר בנזין,1591,בנזין,"100,000",2,1,שחור מטלי,ליסינג,5,1604,448.0,80000
271,סקודה סופרב L K,סקודה,2021,1984 ליטר בנזין,1984,בנזין,"1,000",1,1,לבן,פרטית,3,3366,486.9,308500
272,איסוזו D-Max S,איסוזו,2018,1898 ליטר דיזל,1898,דיזל,"193,000",1,1,לבן,ליסינג,5,2563,520.0,161500
273,קופרה פורמנטור,קופרה,2021,1498 ליטר בנזין,1498,בנזין,"7,800",1,1,אפור פלדה,פרטית,5,2417,445.0,179900
274,יונדאי סנטה פה PREMIUM,יונדאי,2015,2199 ליטר דיזל,2199,דיזל,"130,000",2,1,לבן,פרטית,3,1962,469.0,115000
275,פולקסווגן ג'טה MANAGER,פולקסווגן,2011,1595 ליטר בנזין,1595,בנזין,"300,000",3,1,שחור,פרטית,4,1262,455.4,17999
276,סוזוקי ויטארה GLX,סוזוקי,2020,998 ליטר בנזין,998,בנזין,"33,000",1,1,לבן,פרטית,9,1811,417.5,118000
277,טויוטה וורסו GLI,טויוטה,2018,1798 ליטר בנזין,1798,בנזין,"53,000",1,1,לבן,ליסינג,5,1835,446.0,106000
278,הונדה סיוויק COMFORT,הונדה,2014,1798 ליטר בנזין,1798,בנזין,"150,000",1,1,אפור בהיר מטלי,פרטית,8,1584,454.5,48900
279,ב.מ.וו סדרה 3 318I S,ב.מ.וו,2018,1499 ליטר בנזין,1499,בנזין,"90,000",4,1,לבן,פרטית,5,2563,463.3,152000
280,יונדאי I20 INSPIRE,יונדאי,2017,1368 ליטר בנזין,1368,בנזין,"129,000",2,1,כסף,ליסינג,11,1353,403.5,61000
281,מאזדה 2 DYNAMIC,מאזדה,2008,1498 ליטר בנזין,1498,בנזין,"210,000",3,1,שחור חציל,פרטית,6,1074,388.5,23000
282,יונדאי איוניק HYBRID PREMIUM,יונדאי,2018,1580 ליטר בנזין,1580,בנזין,"53,000",1,1,לבן,ליסינג,6,1604,447.0,95000
283,קיה פיקנטו LX,קיה,2019,1248 ליטר בנזין,1248,בנזין,"126,000",1,1,אפור ברונזה,השכרה,2,1235,359.5,62000
284,שברולט מאליבו LT,שברולט,2015,1998 ליטר בנזין,1998,בנזין,"220,000",2,1,כסף,ליסינג,9,1693,486.4,43000
285,קיה ספורטז' URBAN,קיה,2018,1591 ליטר בנזין,1591,בנזין,"102,000",2,1,שחור,ליסינג,11,1604,448.0,95000
286,טויוטה RAV4 PREMIUM PLUS,טויוטה,2011,1987 ליטר בנזין,1987,בנזין,"145,000",2,1,כסף,פרטית,12,1508,454.9,66000
287,יונדאי I10 INSIGHT,יונדאי,2015,998 ליטר בנזין,998,בנזין,"136,000",1,1,לבן,פרטית,2,985,366.5,37000
288,סוזוקי ספלאש GLS,סוזוקי,2010,1242 ליטר בנזין,1242,בנזין,"148,000",3,1,אדום,פרטית,8,880,371.5,25000
289,ניסאן מיקרה VISIA,ניסאן,2018,1198 ליטר בנזין,1198,בנזין,"51,000",2,1,כסוף בהיר,פרטית,1,1102,382.5,54000
290,הונדה סיוויק COMFORT,הונדה,2013,1798 ליטר בנזין,1798,בנזין,"195,000",3,1,לבן,ליסינג,7,1424,430.0,35000
291,שברולט ספארק LT,שברולט,2018,1399 ליטר בנזין,1399,בנזין,"83,000",3,1,שחור מטלי,פרטית,1,1102,363.6,49900
292,פיג'ו 301 ACTIVE,פיג'ו,2015,1199 ליטר בנזין,1199,בנזין,"140,000",2,1,אפור כהה,ליסינג,4,985,444.2,16999
293,יונדאי I35 SUPREME,יונדאי,2016,1591 ליטר בנזין,1591,בנזין,"105,000",1,1,כחול מטל,השכרה,12,1424,455.0,62500
294,יונדאי טוסון PREMIUM,יונדאי,2016,1999 ליטר בנזין,1999,בנזין,"108,000",2,1,אפור,פרטית,11,1584,447.5,95000
295,אופל אסטרה ENJOY-ST,אופל,2017,1399 ליטר בנזין,1399,בנזין,"116,000",1,1,כסף מטלי,ליסינג,6,1604,470.2,52500
296,סקודה סופרב EXCLUSIVE,סקודה,2017,1798 ליטר בנזין,1798,בנזין,"84,000",1,1,אפור מטל,פרטית,1,2563,486.1,130000
297,טויוטה אוריס HYBRID TS TSS,טויוטה,2017,1798 ליטר בנזין,1798,בנזין,"167,000",1,1,אפור בהיר מטלי,פרטית,4,1604,459.5,63750
298,פיג'ו 2008 ACTIVE GO,פיג'ו,2018,1199 ליטר בנזין,1199,בנזין,"119,000",1,1,אפור כהה,ליסינג,1,1353,415.9,63000
299,סובארו B4 CLASSIC,סובארו,2017,2498 ליטר בנזין,2498,בנזין,"134,000",1,1,לבן,השכרה,2,2019,479.5,66000
300,יונדאי איוניק HYBRID PREMIUM,יונדאי,2017,1580 ליטר בנזין,1580,בנזין,"108,000",1,1,אפור כהה מטלי,ליסינג,4,1604,447.0,91000
301,פורד מוסטנג ECOBOOST,פורד,2021,2261 ליטר בנזין,2261,בנזין,"6,000",1,1,שחור,פרטית,2,4731,447.0,280000
302,מרצדס CLA קלאס,מרצדס,2021,1332 ליטר בנזין,1332,בנזין,"10,000",1,1,לבן,פרטית,3,4731,447.0,299000
303,דאצ'יה דאסטר PRESTIGE,דאצ'יה,2018,1461 ליטר דיזל,1461,דיזל,"135,000",1,1,לבן,ליסינג,3,1353,434.1,75000
304,שברולט ספארק LS,שברולט,2011,1206 ליטר בנזין,1206,בנזין,"165,000",3,2,לבן,השכרה,6,880,364.0,13000
305,מאזדה 3 ACTIVE,מאזדה,2007,1598 ליטר בנזין,1598,בנזין,"165,000",2,1,כסף,ליסינג,11,1074,449.0,17000
306,יונדאי טוסון SUPREME,יונדאי,2017,1999 ליטר בנזין,1999,בנזין,"48,000",2,1,לבן,פרטית,5,2019,447.5,122900
307,קיה ספורטז' URBAN,קיה,2017,1591 ליטר בנזין,1591,בנזין,"74,000",2,1,שחור,פרטית,7,1604,448.0,94000
308,ניסאן מיקרה VISIA,ניסאן,2017,1198 ליטר בנזין,1198,בנזין,"115,000",1,1,אפור כהה מטלי,השכרה,7,1102,382.5,43250
